indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
40655,67332038,Salary,,nan,Missing Value,Changed to nan
40685,68506594,Salary,,nan,Missing Value,Changed to nan
40705,69188549,Salary,,nan,Missing Value,Changed to nan
40715,68784066,Salary,,nan,Missing Value,Changed to nan
40727,68257233,Salary,,nan,Missing Value,Changed to nan
40734,69188806,Salary,,nan,Missing Value,Changed to nan
40738,68506777,Salary,,nan,Missing Value,Changed to nan
40745,71170813,Salary,,nan,Missing Value,Changed to nan
40749,68258805,Salary,,nan,Missing Value,Changed to nan
40782,68787070,Salary,,nan,Missing Value,Changed to nan
40786,71168766,Salary,,nan,Missing Value,Changed to nan
40805,68258619,Salary,,nan,Missing Value,Changed to nan
40807,68258370,Salary,,nan,Missing Value,Changed to nan
40810,71171101,Salary,,nan,Missing Value,Changed to nan
40829,68364247,Salary,-,nan,Missing Value,Changed to nan
40849,68591360,Salary,-,nan,Missing Value,Changed to nan
40854,69693710,Salary,-,nan,Missing Value,Changed to nan
40860,72485752,Salary,-,nan,Missing Value,Changed to nan
40866,70104993,Salary,-,nan,Missing Value,Changed to nan
40874,68590552,Salary,-,nan,Missing Value,Changed to nan
40890,71230979,Salary,-,nan,Missing Value,Changed to nan
40923,70105542,Salary,-,nan,Missing Value,Changed to nan
40998,68364200,Salary,-,nan,Missing Value,Changed to nan
41010,69868334,Salary,-,nan,Missing Value,Changed to nan
41047,71472899,Salary,-,nan,Missing Value,Changed to nan
41050,66596094,Salary,-,nan,Missing Value,Changed to nan
41104,68364291,Salary,-,nan,Missing Value,Changed to nan
41112,66929408,Salary,-,nan,Missing Value,Changed to nan
41169,71904440,Salary,-,nan,Missing Value,Changed to nan
41256,68255893,Salary,,nan,Missing Value,Changed to nan
41274,71557377,Salary,N/A,nan,Missing Value,Changed to nan
41336,72384106,Salary,-,nan,Missing Value,Changed to nan
41351,72384738,Salary,-,nan,Missing Value,Changed to nan
41393,69120221,Salary,-,nan,Missing Value,Changed to nan
41413,68565065,Salary,-,nan,Missing Value,Changed to nan
41428,68568165,Salary,-,nan,Missing Value,Changed to nan
41438,68564302,Salary,-,nan,Missing Value,Changed to nan
41451,70446009,Salary,-,nan,Missing Value,Changed to nan
41479,68568309,Salary,-,nan,Missing Value,Changed to nan
41481,69119712,Salary,-,nan,Missing Value,Changed to nan
41496,71097894,Salary,-,nan,Missing Value,Changed to nan
41504,70613318,Salary,-,nan,Missing Value,Changed to nan
41521,69201718,Salary,N/A,nan,Missing Value,Changed to nan
41541,63129906,Salary,N/A,nan,Missing Value,Changed to nan
41547,62121277,Salary,N/A,nan,Missing Value,Changed to nan
41567,69215684,Salary,N/A,nan,Missing Value,Changed to nan
41583,70322409,Salary,N/A,nan,Missing Value,Changed to nan
41628,68510330,Salary,N/A,nan,Missing Value,Changed to nan
41638,69221776,Salary,N/A,nan,Missing Value,Changed to nan
41655,69199265,Salary,N/A,nan,Missing Value,Changed to nan
41663,69200724,Salary,N/A,nan,Missing Value,Changed to nan
41687,69642950,Salary,N/A,nan,Missing Value,Changed to nan
41699,70320948,Salary,N/A,nan,Missing Value,Changed to nan
41707,69215812,Salary,N/A,nan,Missing Value,Changed to nan
41714,69214719,Salary,N/A,nan,Missing Value,Changed to nan
41720,62121372,Salary,N/A,nan,Missing Value,Changed to nan
41777,68509791,Salary,N/A,nan,Missing Value,Changed to nan
41796,69228522,Salary,N/A,nan,Missing Value,Changed to nan
41826,69199558,Salary,N/A,nan,Missing Value,Changed to nan
41891,69642935,Salary,N/A,nan,Missing Value,Changed to nan
41906,70321240,Salary,N/A,nan,Missing Value,Changed to nan
41909,69204550,Salary,N/A,nan,Missing Value,Changed to nan
41938,69193819,Salary,N/A,nan,Missing Value,Changed to nan
41962,62117536,Salary,N/A,nan,Missing Value,Changed to nan
41993,69190937,Salary,N/A,nan,Missing Value,Changed to nan
41994,67829858,Salary,N/A,nan,Missing Value,Changed to nan
42000,69220384,Salary,N/A,nan,Missing Value,Changed to nan
42068,69217993,Salary,N/A,nan,Missing Value,Changed to nan
42077,69229778,Salary,N/A,nan,Missing Value,Changed to nan
42113,69214425,Salary,N/A,nan,Missing Value,Changed to nan
42132,69217363,Salary,N/A,nan,Missing Value,Changed to nan
42160,62115861,Salary,N/A,nan,Missing Value,Changed to nan
42188,69205146,Salary,N/A,nan,Missing Value,Changed to nan
42212,69206170,Salary,N/A,nan,Missing Value,Changed to nan
42230,69216636,Salary,N/A,nan,Missing Value,Changed to nan
42247,69830611,Salary,N/A,nan,Missing Value,Changed to nan
42275,69204536,Salary,N/A,nan,Missing Value,Changed to nan
42293,70321929,Salary,N/A,nan,Missing Value,Changed to nan
42379,69202302,Salary,N/A,nan,Missing Value,Changed to nan
42381,68507928,Salary,N/A,nan,Missing Value,Changed to nan
42397,70321235,Salary,N/A,nan,Missing Value,Changed to nan
42402,69198868,Salary,N/A,nan,Missing Value,Changed to nan
42407,69213729,Salary,N/A,nan,Missing Value,Changed to nan
42411,71708205,Salary,N/A,nan,Missing Value,Changed to nan
42422,69192976,Salary,N/A,nan,Missing Value,Changed to nan
42444,71709193,Salary,N/A,nan,Missing Value,Changed to nan
42447,71226380,Salary,N/A,nan,Missing Value,Changed to nan
42508,69163432,Salary,N/A,nan,Missing Value,Changed to nan
42513,56086197,Salary,N/A,nan,Missing Value,Changed to nan
42539,67381867,Salary,N/A,nan,Missing Value,Changed to nan
42546,65089606,Salary,N/A,nan,Missing Value,Changed to nan
42573,71351594,Salary,N/A,nan,Missing Value,Changed to nan
42577,70649618,Salary,N/A,nan,Missing Value,Changed to nan
42588,69538984,Salary,N/A,nan,Missing Value,Changed to nan
43186,68017171,Salary,-,nan,Missing Value,Changed to nan
43190,67211722,Salary,-,nan,Missing Value,Changed to nan
43205,68017057,Salary,-,nan,Missing Value,Changed to nan
43225,68018056,Salary,-,nan,Missing Value,Changed to nan
43245,69024820,Salary,-,nan,Missing Value,Changed to nan
43249,67211831,Salary,-,nan,Missing Value,Changed to nan
43270,67770495,Salary,-,nan,Missing Value,Changed to nan
43303,67770741,Salary,-,nan,Missing Value,Changed to nan
43315,69025818,Salary,-,nan,Missing Value,Changed to nan
43350,67210652,Salary,-,nan,Missing Value,Changed to nan
43354,67770712,Salary,-,nan,Missing Value,Changed to nan
43369,67770873,Salary,-,nan,Missing Value,Changed to nan
43400,69024620,Salary,-,nan,Missing Value,Changed to nan
43411,68017464,Salary,-,nan,Missing Value,Changed to nan
43456,68223828,Salary,-,nan,Missing Value,Changed to nan
43470,69052191,Salary,N/A,nan,Missing Value,Changed to nan
43529,70162266,Salary,N/A,nan,Missing Value,Changed to nan
43540,69745509,Salary,N/A,nan,Missing Value,Changed to nan
43554,70448613,Salary,,nan,Missing Value,Changed to nan
43563,69123743,Salary,,nan,Missing Value,Changed to nan
43576,68294589,Salary,,nan,Missing Value,Changed to nan
43581,71362452,Salary,,nan,Missing Value,Changed to nan
43610,68293486,Salary,,nan,Missing Value,Changed to nan
43614,68294139,Salary,,nan,Missing Value,Changed to nan
43629,68294979,Salary,,nan,Missing Value,Changed to nan
43657,68294917,Salary,,nan,Missing Value,Changed to nan
43667,72200106,Salary,,nan,Missing Value,Changed to nan
43698,68574274,Salary,,nan,Missing Value,Changed to nan
43710,69130446,Salary,,nan,Missing Value,Changed to nan
43741,71810796,Salary,,nan,Missing Value,Changed to nan
43769,72631016,Salary,,nan,Missing Value,Changed to nan
43812,68293895,Salary,,nan,Missing Value,Changed to nan
43823,69576670,Salary,,nan,Missing Value,Changed to nan
43829,68293624,Salary,,nan,Missing Value,Changed to nan
43835,69123710,Salary,,nan,Missing Value,Changed to nan
43898,68573614,Salary,,nan,Missing Value,Changed to nan
43973,69580237,Salary,,nan,Missing Value,Changed to nan
43987,69577772,Salary,,nan,Missing Value,Changed to nan
44024,66287699,Salary,N/A,nan,Missing Value,Changed to nan
44026,67108299,Salary,N/A,nan,Missing Value,Changed to nan
44028,68239545,Salary,N/A,nan,Missing Value,Changed to nan
44036,72132985,Salary,N/A,nan,Missing Value,Changed to nan
44057,69745758,Salary,N/A,nan,Missing Value,Changed to nan
44059,66705427,Salary,N/A,nan,Missing Value,Changed to nan
44083,69144735,Salary,N/A,nan,Missing Value,Changed to nan
44132,71942960,Salary,N/A,nan,Missing Value,Changed to nan
44152,66575493,Salary,N/A,nan,Missing Value,Changed to nan
44172,68849565,Salary,N/A,nan,Missing Value,Changed to nan
44174,71737537,Salary,N/A,nan,Missing Value,Changed to nan
44217,69895984,Salary,N/A,nan,Missing Value,Changed to nan
44246,71072614,Salary,N/A,nan,Missing Value,Changed to nan
44249,72579991,Salary,N/A,nan,Missing Value,Changed to nan
44250,72581140,Salary,N/A,nan,Missing Value,Changed to nan
44281,68547214,Salary,-,nan,Missing Value,Changed to nan
44310,68548269,Salary,-,nan,Missing Value,Changed to nan
44312,71216010,Salary,-,nan,Missing Value,Changed to nan
44317,72478568,Salary,-,nan,Missing Value,Changed to nan
44318,69683254,Salary,-,nan,Missing Value,Changed to nan
44352,69683255,Salary,-,nan,Missing Value,Changed to nan
44357,68814224,Salary,-,nan,Missing Value,Changed to nan
44381,67313226,Salary,-,nan,Missing Value,Changed to nan
44424,68352998,Salary,-,nan,Missing Value,Changed to nan
44495,69685221,Salary,-,nan,Missing Value,Changed to nan
44501,67956097,Salary,-,nan,Missing Value,Changed to nan
44559,66942489,Salary,-,nan,Missing Value,Changed to nan
44595,70520292,Salary,N/A,nan,Missing Value,Changed to nan
44610,70678013,Salary,N/A,nan,Missing Value,Changed to nan
44631,69848978,Salary,N/A,nan,Missing Value,Changed to nan
44646,72381406,Salary,N/A,nan,Missing Value,Changed to nan
44655,68631014,Salary,N/A,nan,Missing Value,Changed to nan
44684,71795400,Salary,N/A,nan,Missing Value,Changed to nan
44747,72380305,Salary,N/A,nan,Missing Value,Changed to nan
44767,71796910,Salary,N/A,nan,Missing Value,Changed to nan
44768,69794218,Salary,N/A,nan,Missing Value,Changed to nan
44774,68633248,Salary,N/A,nan,Missing Value,Changed to nan
44791,71795343,Salary,N/A,nan,Missing Value,Changed to nan
44796,71597097,Salary,N/A,nan,Missing Value,Changed to nan
44798,72380930,Salary,N/A,nan,Missing Value,Changed to nan
44802,68632304,Salary,N/A,nan,Missing Value,Changed to nan
44859,69575198,Salary,N/A,nan,Missing Value,Changed to nan
44892,72171767,Salary,N/A,nan,Missing Value,Changed to nan
44900,68636099,Salary,N/A,nan,Missing Value,Changed to nan
44901,68634276,Salary,N/A,nan,Missing Value,Changed to nan
44906,72171863,Salary,N/A,nan,Missing Value,Changed to nan
44908,68636245,Salary,N/A,nan,Missing Value,Changed to nan
44977,66386988,Salary,,nan,Missing Value,Changed to nan
44979,67894663,Salary,,nan,Missing Value,Changed to nan
44996,70757390,Salary,,nan,Missing Value,Changed to nan
44998,71747938,Salary,,nan,Missing Value,Changed to nan
45025,68993982,Salary,,nan,Missing Value,Changed to nan
45026,67018596,Salary,,nan,Missing Value,Changed to nan
45056,72539565,Salary,,nan,Missing Value,Changed to nan
45058,68994008,Salary,,nan,Missing Value,Changed to nan
45145,68993871,Salary,,nan,Missing Value,Changed to nan
45209,68805016,Salary,,nan,Missing Value,Changed to nan
45214,70675806,Salary,,nan,Missing Value,Changed to nan
45215,69669127,Salary,,nan,Missing Value,Changed to nan
45219,71684428,Salary,,nan,Missing Value,Changed to nan
45225,67946147,Salary,,nan,Missing Value,Changed to nan
45229,71195990,Salary,,nan,Missing Value,Changed to nan
45232,66376473,Salary,,nan,Missing Value,Changed to nan
45246,69669131,Salary,,nan,Missing Value,Changed to nan
45258,72459239,Salary,,nan,Missing Value,Changed to nan
45261,71441527,Salary,,nan,Missing Value,Changed to nan
45265,68805007,Salary,,nan,Missing Value,Changed to nan
45330,69669961,Salary,,nan,Missing Value,Changed to nan
45364,70077260,Salary,,nan,Missing Value,Changed to nan
45375,67152192,Salary,,nan,Missing Value,Changed to nan
45447,65864487,Salary,,nan,Missing Value,Changed to nan
45456,71855339,Salary,,nan,Missing Value,Changed to nan
45462,68805075,Salary,,nan,Missing Value,Changed to nan
45464,68179073,Salary,,nan,Missing Value,Changed to nan
45473,71684881,Salary,,nan,Missing Value,Changed to nan
45483,71196096,Salary,,nan,Missing Value,Changed to nan
45537,70331557,Salary,,nan,Missing Value,Changed to nan
45540,68544641,Salary,,nan,Missing Value,Changed to nan
45584,69848685,Salary,,nan,Missing Value,Changed to nan
45588,68805258,Salary,,nan,Missing Value,Changed to nan
45593,70077186,Salary,,nan,Missing Value,Changed to nan
45617,68179646,Salary,,nan,Missing Value,Changed to nan
45691,68804874,Salary,,nan,Missing Value,Changed to nan
45700,70331775,Salary,,nan,Missing Value,Changed to nan
45701,72459244,Salary,,nan,Missing Value,Changed to nan
45734,68544505,Salary,,nan,Missing Value,Changed to nan
45736,71855335,Salary,,nan,Missing Value,Changed to nan
45741,69669141,Salary,,nan,Missing Value,Changed to nan
45745,68544483,Salary,,nan,Missing Value,Changed to nan
45800,70675423,Salary,,nan,Missing Value,Changed to nan
45813,66160413,Salary,,nan,Missing Value,Changed to nan
45815,66765085,Salary,N/A,nan,Missing Value,Changed to nan
45824,66636803,Salary,N/A,nan,Missing Value,Changed to nan
45852,68291187,Salary,N/A,nan,Missing Value,Changed to nan
45862,71600917,Salary,N/A,nan,Missing Value,Changed to nan
45890,69799978,Salary,N/A,nan,Missing Value,Changed to nan
46133,71391788,Salary,,nan,Missing Value,Changed to nan
46156,68620589,Salary,,nan,Missing Value,Changed to nan
46203,72218926,Salary,,nan,Missing Value,Changed to nan
46206,72218942,Salary,,nan,Missing Value,Changed to nan
46215,71647618,Salary,,nan,Missing Value,Changed to nan
46219,71836820,Salary,,nan,Missing Value,Changed to nan
46314,69557265,Salary,-,nan,Missing Value,Changed to nan
46332,69557498,Salary,-,nan,Missing Value,Changed to nan
46339,72627747,Salary,-,nan,Missing Value,Changed to nan
46366,72400668,Salary,-,nan,Missing Value,Changed to nan
46381,72629913,Salary,-,nan,Missing Value,Changed to nan
46387,69556687,Salary,-,nan,Missing Value,Changed to nan
46429,69557091,Salary,-,nan,Missing Value,Changed to nan
46447,72627124,Salary,-,nan,Missing Value,Changed to nan
46456,69556772,Salary,-,nan,Missing Value,Changed to nan
46461,72396297,Salary,-,nan,Missing Value,Changed to nan
46487,69556994,Salary,-,nan,Missing Value,Changed to nan
46509,69556336,Salary,-,nan,Missing Value,Changed to nan
46525,72400518,Salary,-,nan,Missing Value,Changed to nan
46531,69557586,Salary,-,nan,Missing Value,Changed to nan
46615,69073575,Salary,,nan,Missing Value,Changed to nan
46625,68493425,Salary,,nan,Missing Value,Changed to nan
46642,66256874,Salary,,nan,Missing Value,Changed to nan
46653,67779446,Salary,,nan,Missing Value,Changed to nan
46677,67099269,Salary,,nan,Missing Value,Changed to nan
46689,67102266,Salary,,nan,Missing Value,Changed to nan
46704,71139754,Salary,,nan,Missing Value,Changed to nan
46712,67099241,Salary,,nan,Missing Value,Changed to nan
46737,67098718,Salary,,nan,Missing Value,Changed to nan
46748,67098610,Salary,,nan,Missing Value,Changed to nan
46762,67405091,Salary,,nan,Missing Value,Changed to nan
46776,67098329,Salary,,nan,Missing Value,Changed to nan
46783,72661591,Salary,,nan,Missing Value,Changed to nan
46784,67101984,Salary,,nan,Missing Value,Changed to nan
46808,69545389,Salary,,nan,Missing Value,Changed to nan
46845,67101180,Salary,,nan,Missing Value,Changed to nan
46929,67098468,Salary,,nan,Missing Value,Changed to nan
46939,67101996,Salary,,nan,Missing Value,Changed to nan
46946,71139397,Salary,,nan,Missing Value,Changed to nan
46986,70593414,Salary,,nan,Missing Value,Changed to nan
46995,67101212,Salary,,nan,Missing Value,Changed to nan
47037,67098342,Salary,,nan,Missing Value,Changed to nan
47043,71393701,Salary,,nan,Missing Value,Changed to nan
47051,68493598,Salary,,nan,Missing Value,Changed to nan
47054,67101454,Salary,,nan,Missing Value,Changed to nan
47058,71838219,Salary,,nan,Missing Value,Changed to nan
47077,67101047,Salary,,nan,Missing Value,Changed to nan
47087,67102542,Salary,,nan,Missing Value,Changed to nan
47091,68622319,Salary,,nan,Missing Value,Changed to nan
47094,71393736,Salary,,nan,Missing Value,Changed to nan
47125,69973831,Salary,N/A,nan,Missing Value,Changed to nan
47144,69166851,Salary,N/A,nan,Missing Value,Changed to nan
47148,71337991,Salary,N/A,nan,Missing Value,Changed to nan
47204,66713420,Salary,N/A,nan,Missing Value,Changed to nan
47218,69783048,Salary,N/A,nan,Missing Value,Changed to nan
47250,69816548,Salary,N/A,nan,Missing Value,Changed to nan
47263,69973801,Salary,N/A,nan,Missing Value,Changed to nan
47297,69783090,Salary,N/A,nan,Missing Value,Changed to nan
47455,66434649,Salary,,nan,Missing Value,Changed to nan
47518,68049779,Salary,,nan,Missing Value,Changed to nan
47523,64796607,Salary,,nan,Missing Value,Changed to nan
47524,66195472,Salary,,nan,Missing Value,Changed to nan
47569,67244561,Salary,,nan,Missing Value,Changed to nan
47624,67244608,Salary,,nan,Missing Value,Changed to nan
47649,65171288,Salary,,nan,Missing Value,Changed to nan
47706,66606124,Salary,,nan,Missing Value,Changed to nan
47714,66434456,Salary,,nan,Missing Value,Changed to nan
47726,63875234,Salary,,nan,Missing Value,Changed to nan
47778,65171588,Salary,,nan,Missing Value,Changed to nan
47792,69585358,Salary,,nan,Missing Value,Changed to nan
47817,67803574,Salary,,nan,Missing Value,Changed to nan
47821,65899884,Salary,,nan,Missing Value,Changed to nan
47841,64796974,Salary,,nan,Missing Value,Changed to nan
47876,64130283,Salary,,nan,Missing Value,Changed to nan
47884,69164048,Salary,,nan,Missing Value,Changed to nan
47895,68634186,Salary,,nan,Missing Value,Changed to nan
47926,68632352,Salary,,nan,Missing Value,Changed to nan
47929,67803705,Salary,,nan,Missing Value,Changed to nan
47932,69793918,Salary,,nan,Missing Value,Changed to nan
47950,64558754,Salary,,nan,Missing Value,Changed to nan
47964,65899679,Salary,,nan,Missing Value,Changed to nan
47973,67803782,Salary,,nan,Missing Value,Changed to nan
47989,49932945,Salary,,nan,Missing Value,Changed to nan
47990,66606262,Salary,,nan,Missing Value,Changed to nan
48008,65899724,Salary,,nan,Missing Value,Changed to nan
48026,67803120,Salary,,nan,Missing Value,Changed to nan
48044,65682068,Salary,,nan,Missing Value,Changed to nan
48049,62665224,Salary,,nan,Missing Value,Changed to nan
48071,67803830,Salary,,nan,Missing Value,Changed to nan
48088,64130326,Salary,,nan,Missing Value,Changed to nan
48120,65171215,Salary,,nan,Missing Value,Changed to nan
48132,68632437,Salary,,nan,Missing Value,Changed to nan
48141,67244635,Salary,,nan,Missing Value,Changed to nan
48159,64071655,Salary,,nan,Missing Value,Changed to nan
48747,69733628,Salary,-,nan,Missing Value,Changed to nan
48750,71530244,Salary,-,nan,Missing Value,Changed to nan
48754,72327041,Salary,-,nan,Missing Value,Changed to nan
48758,67660911,Salary,-,nan,Missing Value,Changed to nan
48759,69733782,Salary,-,nan,Missing Value,Changed to nan
48777,68847092,Salary,-,nan,Missing Value,Changed to nan
48779,72327309,Salary,-,nan,Missing Value,Changed to nan
48780,69733568,Salary,-,nan,Missing Value,Changed to nan
48808,67661356,Salary,-,nan,Missing Value,Changed to nan
48835,72327307,Salary,-,nan,Missing Value,Changed to nan
48851,67662016,Salary,-,nan,Missing Value,Changed to nan
48868,68847213,Salary,-,nan,Missing Value,Changed to nan
48915,69733733,Salary,-,nan,Missing Value,Changed to nan
48916,71467354,Salary,,nan,Missing Value,Changed to nan
48922,71467232,Salary,,nan,Missing Value,Changed to nan
48926,68979094,Salary,,nan,Missing Value,Changed to nan
48941,68801889,Salary,,nan,Missing Value,Changed to nan
48945,70655444,Salary,,nan,Missing Value,Changed to nan
48961,66601859,Salary,,nan,Missing Value,Changed to nan
48978,68886029,Salary,,nan,Missing Value,Changed to nan
49000,72693862,Salary,,nan,Missing Value,Changed to nan
49003,70049941,Salary,,nan,Missing Value,Changed to nan
49044,67977096,Salary,,nan,Missing Value,Changed to nan
49072,72625396,Salary,,nan,Missing Value,Changed to nan
49076,67999017,Salary,,nan,Missing Value,Changed to nan
49118,70622298,Salary,-,nan,Missing Value,Changed to nan
49142,66713981,Salary,-,nan,Missing Value,Changed to nan
49160,68800165,Salary,-,nan,Missing Value,Changed to nan
49161,70038632,Salary,-,nan,Missing Value,Changed to nan
49169,67939570,Salary,-,nan,Missing Value,Changed to nan
49255,66665821,Salary,-,nan,Missing Value,Changed to nan
49271,72342177,Salary,,nan,Missing Value,Changed to nan
49294,67996654,Salary,N/A,nan,Missing Value,Changed to nan
49295,67996715,Salary,N/A,nan,Missing Value,Changed to nan
49304,66060578,Salary,N/A,nan,Missing Value,Changed to nan
49309,67996736,Salary,N/A,nan,Missing Value,Changed to nan
49479,72539818,Salary,-,nan,Missing Value,Changed to nan
49482,68184730,Salary,-,nan,Missing Value,Changed to nan
49510,70012302,Salary,-,nan,Missing Value,Changed to nan
49532,68799071,Salary,-,nan,Missing Value,Changed to nan
49546,68756551,Salary,-,nan,Missing Value,Changed to nan
49565,67802487,Salary,,nan,Missing Value,Changed to nan
49591,67802628,Salary,,nan,Missing Value,Changed to nan
49592,69983362,Salary,,nan,Missing Value,Changed to nan
49603,66793736,Salary,,nan,Missing Value,Changed to nan
49604,70455638,Salary,,nan,Missing Value,Changed to nan
49777,72609561,Salary,-,nan,Missing Value,Changed to nan
49845,72609083,Salary,-,nan,Missing Value,Changed to nan
49851,72609963,Salary,-,nan,Missing Value,Changed to nan
49854,72610035,Salary,-,nan,Missing Value,Changed to nan
49964,72171291,Salary,,nan,Missing Value,Changed to nan
50030,71594905,Salary,,nan,Missing Value,Changed to nan
50038,71089377,Salary,,nan,Missing Value,Changed to nan
50057,68718337,Salary,,nan,Missing Value,Changed to nan
50085,68718492,Salary,,nan,Missing Value,Changed to nan
50183,70207284,Salary,,nan,Missing Value,Changed to nan
50194,71342925,Salary,,nan,Missing Value,Changed to nan
50231,72385713,Salary,N/A,nan,Missing Value,Changed to nan
50325,69974278,Salary,,nan,Missing Value,Changed to nan
50373,71233672,Salary,,nan,Missing Value,Changed to nan
50381,71907257,Salary,,nan,Missing Value,Changed to nan
50382,66586314,Salary,,nan,Missing Value,Changed to nan
50409,70142458,Salary,-,nan,Missing Value,Changed to nan
50507,67931957,Salary,,nan,Missing Value,Changed to nan
50577,72393425,Salary,-,nan,Missing Value,Changed to nan
50604,67905146,Salary,-,nan,Missing Value,Changed to nan
50607,68362815,Salary,-,nan,Missing Value,Changed to nan
50610,67905095,Salary,-,nan,Missing Value,Changed to nan
50637,67905063,Salary,-,nan,Missing Value,Changed to nan
50644,69035662,Salary,-,nan,Missing Value,Changed to nan
50647,69035745,Salary,-,nan,Missing Value,Changed to nan
50659,68384710,Salary,,nan,Missing Value,Changed to nan
50674,69746293,Salary,,nan,Missing Value,Changed to nan
50717,70570237,Salary,,nan,Missing Value,Changed to nan
10,72226797,Salary,,nan,Irregularity,Changed to nan
15,71145769,Salary,,nan,Irregularity,Changed to nan
26,67245025,Salary,,nan,Irregularity,Changed to nan
55,71841840,Salary,,nan,Irregularity,Changed to nan
75,70436114,Salary,,nan,Irregularity,Changed to nan
107,68662715,Salary,,nan,Irregularity,Changed to nan
127,71402732,Salary,,nan,Irregularity,Changed to nan
129,68496992,Salary,22750 to 23250,23250,Irregularity,Changed to 23250
140,71654678,Salary,,nan,Irregularity,Changed to nan
148,68248625,Salary,,nan,Irregularity,Changed to nan
207,72226431,Salary,,nan,Irregularity,Changed to nan
235,71841966,Salary,,nan,Irregularity,Changed to nan
258,70602659,Salary,,nan,Irregularity,Changed to nan
447,62016778,Salary,32500/year,32500,Irregularity,Changed to 32500
605,66521943,Salary,39000 per Annum,39000,Irregularity,Changed to 39000
798,62006826,Salary,20650 -  21150,21150,Irregularity,Changed to 21150
839,70754964,Salary,29k,29000,Irregularity,Changed to 29000
1112,72132649,Salary,22500 per Annum,22500,Irregularity,Changed to 22500
1273,62007247,Salary,29750 to 30250,30250,Irregularity,Changed to 30250
1295,69264719,Salary,,nan,Irregularity,Changed to nan
1299,72294229,Salary,,nan,Irregularity,Changed to nan
1346,69690567,Salary,,nan,Irregularity,Changed to nan
1412,68591986,Salary,40k,40000,Irregularity,Changed to 40000
1452,68372627,Salary,,nan,Irregularity,Changed to nan
1454,69265348,Salary,,nan,Irregularity,Changed to nan
1473,69265468,Salary,,nan,Irregularity,Changed to nan
1548,71224159,Salary,35000 per Annum,35000,Irregularity,Changed to 35000
1553,68374177,Salary,,nan,Irregularity,Changed to nan
1561,69866048,Salary,,nan,Irregularity,Changed to nan
1568,69265729,Salary,,nan,Irregularity,Changed to nan
1573,68372718,Salary,32k,32000,Irregularity,Changed to 32000
1582,67753812,Salary,,nan,Irregularity,Changed to nan
1594,70343473,Salary,39750  -  40250,40250,Irregularity,Changed to 40250
1606,68372808,Salary,,nan,Irregularity,Changed to nan
1620,68591967,Salary,,nan,Irregularity,Changed to nan
1622,69265435,Salary,,nan,Irregularity,Changed to nan
1633,71900504,Salary,,nan,Irregularity,Changed to nan
1635,69690247,Salary,,nan,Irregularity,Changed to nan
1649,72484430,Salary,,nan,Irregularity,Changed to nan
1672,72295159,Salary,,nan,Irregularity,Changed to nan
1684,69690831,Salary,,nan,Irregularity,Changed to nan
1685,69866238,Salary,,nan,Irregularity,Changed to nan
1688,68822692,Salary,,nan,Irregularity,Changed to nan
1693,70099758,Salary,,nan,Irregularity,Changed to nan
1707,71224286,Salary,,nan,Irregularity,Changed to nan
1719,71707047,Salary,,nan,Irregularity,Changed to nan
1735,70533856,Salary,,nan,Irregularity,Changed to nan
1759,68822938,Salary,,nan,Irregularity,Changed to nan
1765,70099814,Salary,,nan,Irregularity,Changed to nan
1786,68550160,Salary,,nan,Irregularity,Changed to nan
1868,66978913,Salary,,nan,Irregularity,Changed to nan
1875,71224208,Salary,37250 -  37750,37750,Irregularity,Changed to 37750
1879,72294469,Salary,37000/year,37000,Irregularity,Changed to 37000
1893,71706642,Salary,,nan,Irregularity,Changed to nan
1899,69690072,Salary,,nan,Irregularity,Changed to nan
1907,70099588,Salary,,nan,Irregularity,Changed to nan
1939,71566082,Salary,,nan,Irregularity,Changed to nan
1944,66913545,Salary,38250 to 38750,38750,Irregularity,Changed to 38750
1955,72346330,Salary,,nan,Irregularity,Changed to nan
1961,71305162,Salary,52500 per Annum,52500,Irregularity,Changed to 52500
1973,70783036,Salary,33500 per Annum,33500,Irregularity,Changed to 33500
2002,61811864,Salary,,nan,Irregularity,Changed to nan
2014,72127933,Salary,,nan,Irregularity,Changed to nan
2040,71306414,Salary,,nan,Irregularity,Changed to nan
2060,71566461,Salary,,nan,Irregularity,Changed to nan
2102,69545556,Salary,29750 -  30250,30250,Irregularity,Changed to 30250
2115,72127325,Salary,,nan,Irregularity,Changed to nan
2128,70782910,Salary,,nan,Irregularity,Changed to nan
2132,69036841,Salary,,nan,Irregularity,Changed to nan
2141,71565648,Salary,,nan,Irregularity,Changed to nan
2164,70583775,Salary,47250 ~  47750,47750,Irregularity,Changed to 47750
2172,69039080,Salary,,nan,Irregularity,Changed to nan
2192,72128079,Salary,,nan,Irregularity,Changed to nan
2213,69037347,Salary,,nan,Irregularity,Changed to nan
2218,68360185,Salary,,nan,Irregularity,Changed to nan
2220,68360846,Salary,,nan,Irregularity,Changed to nan
2234,69040766,Salary,,nan,Irregularity,Changed to nan
2237,65904265,Salary,40k,40000,Irregularity,Changed to 40000
2259,68360711,Salary,,nan,Irregularity,Changed to nan
2315,68359073,Salary,,nan,Irregularity,Changed to nan
2388,68360723,Salary,,nan,Irregularity,Changed to nan
2389,72127994,Salary,,nan,Irregularity,Changed to nan
2401,66913482,Salary,,nan,Irregularity,Changed to nan
